student_id,gender,region,filiere,reason_for_choice,is_repeater,brevet_avg,brevet_math,brevet_physics,brevet_science,brevet_arabic,brevet_langues,brevet_hfada,as1_avg_global,as1_math,as1_physics,as1_science,as1_arabic,as1_langues,as1_language_avg,as1_hfada,as2_avg_global,as2_math,as2_physics,as2_science,as2_arabic,as2_langues,as2_language_avg,as2_hfada,weekly_study_hours,study_consistency,time_essential_subjects,time_non_essential_subjects,private_tutoring_hours,exam_anxiety,health_state,family_support_score,learning_style,comprehension_speed,focus_level,weak_math,weak_physics,weak_science,weak_arabic,weak_langues,weak_hfada,problem_solving_gap,sleep_hours,stress_level,bac_avg,bac_mention,study_efficiency,grinder_index,time_allocation_ratio,resource_reliance,improvement_momentum,grade_volatility,stress_performance_ratio,sleep_debt,health_stress_index,family_support_strength,weakness_count,subject_balance,filiere_alignment,consistent_weak,efficient_stressed,repeater_penalty,kabylie_boost
1224,F,tizi_ouzou,langues_etrangeres,grades_pressure,0,16.01,15.22,16.41,16.25,14.92,16.22,17.05,15.01,14.51,15.58,14.38,14.5,15.38,14.94,15.7,15.49,15.23,15.47,15.42,15.39,15.58,15.49,15.83,14,0.81,14,0,0,3,4,5,auditory,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,15.35,bien,1.09,11.78,140.0,0.0,0.48,0.11,0.19,1,4,1.0,0,0.11,0.77,0.0,0.21,0,1
1225,M,constantine,langues_etrangeres,interest,0,13.3,12.7,14.02,13.71,13.65,12.63,13.09,12.41,12.0,13.18,11.98,13.07,11.87,12.47,12.38,12.93,12.52,13.42,12.87,13.36,12.6,12.98,12.82,15,0.82,13,2,0,3,4,4,practice_based,4,2,0.17,0.11,0.14,0.11,0.16,0.15,0.14,8,1,12.84,assez_bien,0.85,15.79,6.19,0.0,0.52,0.38,0.23,0,2,0.8,0,0.38,0.65,0.0,0.2,0,0
1226,F,setif,langues_etrangeres,grades_pressure,0,10.9,10.53,11.95,12.19,10.52,10.23,10.0,10.0,9.47,10.69,10.75,10.28,9.84,10.06,8.95,10.28,10.16,10.86,10.78,10.41,10.02,10.21,9.47,34,0.37,7,27,4,3,2,3,practice_based,4,3,0.32,0.28,0.28,0.31,0.33,0.37,0.3,5,4,10.4,passable,0.3,83.96,0.26,0.12,0.29,0.33,0.29,3,16,0.6,0,0.33,0.51,0.0,0.09,0,0
1227,F,bejaia,langues_etrangeres,parents,0,11.08,11.85,10.71,10.84,11.38,11.03,10.65,10.16,10.01,9.68,10.37,10.91,10.2,10.56,9.81,10.82,10.66,10.68,11.08,11.17,10.96,11.07,10.35,30,0.54,11,19,8,4,3,3,auditory,3,3,0.29,0.29,0.26,0.26,0.27,0.31,0.29,6,3,10.57,echec,0.35,66.48,0.58,0.27,0.65,0.21,0.37,2,9,0.6,0,0.21,0.55,0.0,0.13,0,1
1228,M,bejaia,langues_etrangeres,grades_pressure,0,12.0,11.87,12.21,12.47,11.84,11.6,12.02,11.12,11.03,10.42,11.72,11.45,11.16,11.31,10.95,11.93,12.16,11.57,11.97,12.25,11.71,11.98,11.92,15,0.53,15,0,2,4,3,4,reading_writing,3,4,0.19,0.23,0.2,0.18,0.22,0.21,0.21,8,3,12.29,passable,0.81,16.42,150.0,0.13,0.81,0.26,0.32,0,9,0.8,0,0.26,0.6,0.0,0.26,0,1
1229,F,algiers,langues_etrangeres,interest,1,10.35,10.27,10.0,10.94,10.11,10.0,10.77,9.42,9.8,8.77,9.7,9.47,9.01,9.24,9.75,9.43,9.39,9.32,9.51,9.25,9.35,9.3,9.73,23,0.41,15,8,8,4,2,3,reading_writing,3,1,0.37,0.38,0.37,0.38,0.38,0.35,0.38,5,5,9.4,passable,0.41,45.36,1.85,0.35,0.01,0.09,0.42,3,20,0.6,0,0.09,0.47,0.0,0.17,1,0
1230,M,blida,langues_etrangeres,interest,0,10.57,10.0,10.68,10.0,10.6,10.0,12.12,9.0,8.69,9.18,7.23,9.53,8.67,9.1,10.7,9.72,9.09,9.87,9.28,9.81,9.56,9.69,10.69,26,0.45,13,13,0,3,3,2,practice_based,1,2,0.39,0.34,0.38,0.35,0.36,0.29,0.37,7,4,9.39,echec,0.36,56.55,0.99,0.0,0.72,0.3,0.32,1,12,0.4,0,0.3,0.48,0.0,0.11,0,0
1231,M,setif,langues_etrangeres,interest,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.76,8.37,8.75,7.72,8.35,9.8,9.07,9.57,9.69,9.98,9.95,9.6,9.01,9.76,9.38,9.83,20,0.54,19,1,2,3,3,2,practice_based,4,2,0.33,0.34,0.36,0.4,0.35,0.34,0.34,6,5,9.84,echec,0.49,33.92,17.27,0.1,0.93,0.35,0.3,2,15,0.4,0,0.35,0.47,0.0,0.15,0,0
1232,F,bejaia,langues_etrangeres,parents,0,10.87,10.84,11.9,11.09,10.37,10.37,10.62,9.91,9.99,10.18,9.72,10.1,9.58,9.84,9.91,10.55,10.8,10.74,10.18,10.49,10.31,10.4,10.8,18,0.4,17,1,4,3,3,2,practice_based,2,2,0.28,0.28,0.32,0.3,0.31,0.28,0.28,6,4,10.62,echec,0.59,26.21,15.45,0.22,0.64,0.24,0.28,2,12,0.4,0,0.24,0.52,0.0,0.16,0,1
1233,F,oran,langues_etrangeres,interest,0,11.55,10.18,13.17,12.64,10.98,11.03,11.3,10.79,10.24,11.4,11.09,10.49,10.52,10.51,11.01,11.12,11.29,11.15,11.12,10.92,11.21,11.07,11.04,20,0.72,16,4,6,3,3,4,reading_writing,2,2,0.25,0.26,0.26,0.27,0.25,0.26,0.25,6,3,11.15,passable,0.55,30.55,3.9,0.3,0.33,0.12,0.27,2,9,0.8,0,0.12,0.55,0.0,0.15,0,0
1234,F,blida,langues_etrangeres,parents,0,10.22,10.4,10.12,10.0,10.22,10.61,10.0,9.45,10.06,8.68,8.92,9.59,10.07,9.83,9.39,9.71,10.02,9.64,9.14,9.82,10.18,10.0,9.45,25,0.49,5,20,2,4,2,3,auditory,1,3,0.33,0.36,0.39,0.35,0.32,0.37,0.34,6,4,9.82,echec,0.39,50.9,0.25,0.08,0.26,0.36,0.4,2,16,0.6,0,0.36,0.5,0.0,0.16,0,0
1235,F,oran,langues_etrangeres,parents,0,10.17,10.0,10.74,10.29,10.0,10.0,10.0,8.33,7.33,8.55,8.32,8.5,8.44,8.47,8.87,8.56,8.92,8.86,8.07,8.46,8.55,8.5,8.51,25,0.43,11,14,0,4,2,3,practice_based,3,3,0.41,0.41,0.46,0.44,0.43,0.43,0.41,5,4,8.56,echec,0.34,56.68,0.78,0.0,0.23,0.31,0.46,3,16,0.6,0,0.31,0.43,0.0,0.16,0,0
1236,M,oran,langues_etrangeres,grades_pressure,0,10.25,10.45,10.0,10.0,10.0,10.0,11.05,9.06,8.97,9.46,8.67,8.79,8.55,8.67,9.94,9.42,9.26,10.14,8.93,9.05,9.33,9.19,9.81,18,0.54,12,6,0,4,3,3,visual,2,3,0.38,0.32,0.4,0.4,0.38,0.35,0.35,6,3,9.19,echec,0.51,29.62,1.97,0.0,0.36,0.42,0.43,2,9,0.6,0,0.42,0.46,0.0,0.22,0,0
1237,M,tlemcen,langues_etrangeres,grades_pressure,0,10.01,10.0,10.0,10.0,10.0,10.08,10.0,8.84,8.37,8.72,8.41,8.91,9.32,9.12,9.33,9.58,9.68,9.65,9.16,9.9,9.31,9.61,9.81,31,0.38,18,13,2,5,3,3,visual,1,2,0.35,0.36,0.39,0.34,0.38,0.35,0.36,5,3,9.99,echec,0.32,73.58,1.37,0.06,0.74,0.27,0.5,3,9,0.6,0,0.27,0.48,0.0,0.16,0,0
1238,M,blida,langues_etrangeres,academic_guidance,1,10.78,11.75,10.0,10.85,10.62,11.15,10.32,9.6,9.88,8.01,9.83,9.65,10.57,10.11,9.67,9.93,9.59,8.52,10.7,10.04,10.53,10.28,10.18,24,0.47,10,14,4,5,3,2,reading_writing,3,4,0.36,0.43,0.29,0.33,0.3,0.32,0.4,6,4,9.74,passable,0.4,47.59,0.71,0.17,0.32,0.78,0.51,2,12,0.4,0,0.78,0.51,0.0,0.21,1,0
1239,F,constantine,langues_etrangeres,academic_guidance,0,10.25,10.93,10.56,10.0,10.0,10.0,10.0,8.73,8.92,9.08,8.39,8.61,8.64,8.62,8.77,9.25,9.81,9.96,9.09,8.95,8.86,8.9,8.81,24,0.48,19,5,4,4,2,3,auditory,2,3,0.35,0.34,0.39,0.4,0.41,0.41,0.34,6,4,9.16,echec,0.38,49.98,3.73,0.17,0.51,0.46,0.43,2,16,0.6,0,0.46,0.45,0.0,0.16,0,0
1240,F,annaba,langues_etrangeres,parents,0,10.55,10.0,10.13,11.01,11.16,10.13,10.85,9.57,9.11,9.49,9.2,10.1,9.47,9.79,10.06,10.06,10.25,10.58,9.59,10.02,9.71,9.87,10.19,29,0.38,11,18,2,4,2,3,practice_based,4,1,0.32,0.29,0.36,0.33,0.35,0.32,0.31,5,4,9.89,echec,0.34,65.93,0.61,0.07,0.49,0.36,0.4,3,16,0.6,0,0.36,0.49,0.0,0.14,0,0
1241,F,bejaia,langues_etrangeres,parents,0,11.8,11.07,10.92,13.22,12.36,11.35,11.87,11.04,10.52,10.11,11.93,11.27,10.49,10.88,11.88,11.52,11.24,11.06,12.07,11.62,11.13,11.38,12.0,20,0.71,17,3,0,2,4,3,auditory,3,2,0.25,0.26,0.2,0.23,0.26,0.2,0.26,7,4,11.66,passable,0.58,29.41,5.48,0.0,0.48,0.38,0.17,1,8,0.6,0,0.38,0.57,0.0,0.1,0,1
1242,M,setif,langues_etrangeres,interest,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.78,8.66,9.4,8.94,8.79,8.81,8.8,8.08,9.09,9.19,9.64,8.91,8.96,9.15,9.06,8.68,20,0.3,14,6,2,3,3,3,visual,3,2,0.39,0.36,0.41,0.4,0.39,0.42,0.37,5,4,9.25,echec,0.46,35.69,2.3,0.1,0.31,0.26,0.32,3,12,0.6,0,0.26,0.45,0.0,0.15,0,0
1243,M,bejaia,langues_etrangeres,parents,0,12.4,11.64,11.53,13.49,12.76,12.21,12.79,11.58,10.43,10.59,11.97,11.99,11.9,11.94,12.63,12.3,11.99,11.3,12.57,12.3,12.51,12.4,13.16,19,0.54,8,11,4,3,4,4,auditory,1,3,0.2,0.25,0.16,0.18,0.17,0.12,0.22,7,4,12.37,passable,0.65,25.41,0.72,0.21,0.72,0.46,0.24,1,8,0.8,0,0.46,0.62,0.0,0.16,0,1
1244,M,annaba,langues_etrangeres,interest,0,14.25,14.47,13.73,14.92,13.49,14.85,14.06,13.4,13.0,13.53,13.79,12.99,13.91,13.45,13.2,13.54,12.82,13.66,13.88,13.04,14.23,13.64,13.63,9,0.77,10,0,2,3,4,4,auditory,4,3,0.15,0.09,0.07,0.13,0.05,0.09,0.12,8,2,13.55,assez_bien,1.49,5.66,100.0,0.22,0.14,0.52,0.22,0,4,0.8,0,0.52,0.68,0.0,0.33,0,0
1245,M,other,langues_etrangeres,interest,1,10.14,10.0,10.0,10.51,10.0,10.2,10.11,8.65,8.6,7.89,8.92,8.44,9.12,8.78,8.9,9.37,9.3,8.71,9.88,9.11,9.59,9.35,9.66,32,0.47,19,13,2,5,3,2,auditory,1,2,0.38,0.42,0.34,0.39,0.36,0.36,0.4,6,3,9.21,passable,0.29,82.68,1.45,0.06,0.73,0.4,0.54,2,9,0.4,0,0.4,0.47,0.0,0.15,1,0
1246,M,algiers,langues_etrangeres,friends,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.7,7.31,7.36,7.96,7.91,8.2,8.05,7.48,8.4,8.02,8.55,9.19,8.05,8.06,8.05,8.52,22,0.32,10,12,4,4,2,2,visual,4,2,0.47,0.43,0.39,0.46,0.46,0.43,0.45,7,3,8.31,echec,0.38,46.22,0.83,0.18,0.69,0.46,0.48,1,12,0.4,0,0.46,0.4,0.0,0.18,0,0
1247,F,constantine,langues_etrangeres,interest,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.8,7.49,6.81,8.2,7.8,8.51,8.15,7.98,8.06,8.28,7.83,8.17,7.95,8.32,8.13,7.85,27,0.43,15,12,2,5,2,3,reading_writing,2,1,0.45,0.48,0.46,0.47,0.45,0.48,0.46,6,4,7.73,echec,0.29,70.1,1.24,0.07,0.27,0.19,0.64,2,16,0.6,0,0.19,0.41,0.0,0.18,0,0
1248,F,bejaia,langues_etrangeres,parents,0,15.57,16.17,15.44,15.72,16.1,14.75,15.24,14.68,14.26,14.38,15.04,15.03,14.44,14.73,14.93,15.18,15.13,15.68,15.83,14.59,14.9,14.74,14.98,9,0.85,8,1,2,2,4,5,reading_writing,4,3,0.0,0.0,0.0,0.03,0.01,0.0,0.0,9,2,14.9,bien,1.64,5.18,7.27,0.22,0.5,0.47,0.13,0,4,1.0,0,0.47,0.74,0.0,0.22,0,1
1249,M,setif,langues_etrangeres,interest,0,10.25,11.28,10.0,10.21,10.0,10.0,10.0,8.93,10.04,9.17,8.86,7.36,8.52,7.94,9.66,9.44,10.41,9.14,9.46,8.7,9.35,9.03,9.59,26,0.3,15,11,4,5,3,3,reading_writing,4,5,0.31,0.39,0.37,0.42,0.38,0.36,0.35,5,4,9.67,echec,0.37,55.28,1.35,0.15,0.51,0.56,0.51,3,12,0.6,0,0.56,0.45,0.0,0.19,0,0
1250,M,other,langues_etrangeres,parents,0,12.24,13.5,12.63,11.32,11.14,12.64,12.2,11.47,12.25,11.49,10.87,11.17,11.49,11.33,11.57,11.9,12.41,12.59,11.06,11.45,12.01,11.73,11.85,17,0.74,7,10,2,2,3,3,auditory,2,3,0.17,0.16,0.26,0.24,0.2,0.21,0.17,8,3,11.84,passable,0.69,21.46,0.69,0.12,0.42,0.58,0.17,0,9,0.6,0,0.58,0.59,0.0,0.12,0,0
1251,F,other,langues_etrangeres,grades_pressure,0,10.31,10.36,11.48,10.0,10.0,10.0,10.0,9.27,9.38,10.36,8.6,8.74,9.11,8.92,9.42,9.46,10.18,10.35,8.67,9.07,9.37,9.22,9.1,34,0.4,15,19,0,4,2,3,reading_writing,3,3,0.32,0.31,0.42,0.4,0.38,0.39,0.32,6,4,9.48,echec,0.28,89.93,0.79,0.0,0.19,0.64,0.42,2,16,0.6,0,0.64,0.46,0.0,0.12,0,0
1252,M,blida,langues_etrangeres,parents,0,12.76,12.72,11.87,12.74,14.67,12.39,12.16,11.53,10.84,10.55,11.29,13.02,11.67,12.34,11.81,12.1,11.51,11.95,12.08,13.07,11.94,12.5,12.05,21,0.62,9,12,4,4,4,3,auditory,3,4,0.23,0.2,0.19,0.13,0.2,0.2,0.22,8,3,12.27,assez_bien,0.58,30.81,0.74,0.19,0.57,0.52,0.32,0,6,0.6,0,0.52,0.63,0.0,0.19,0,0
1253,M,blida,langues_etrangeres,interest,0,10.32,10.0,10.0,11.52,10.0,10.0,10.39,9.3,9.25,8.72,9.91,8.75,9.1,8.92,10.05,9.41,9.72,9.01,9.2,8.73,9.87,9.3,9.95,23,0.34,13,10,2,3,2,3,reading_writing,2,1,0.35,0.4,0.39,0.42,0.34,0.34,0.38,5,4,9.2,echec,0.4,46.18,1.29,0.09,0.12,0.43,0.32,3,16,0.6,0,0.43,0.46,0.0,0.13,0,0
1254,F,annaba,langues_etrangeres,interest,0,14.1,13.22,14.77,14.67,13.33,13.81,14.8,13.26,12.65,13.52,13.12,13.22,13.09,13.15,13.97,13.67,13.76,13.92,13.5,13.45,13.38,13.42,14.0,9,0.77,10,0,2,1,5,4,reading_writing,1,2,0.08,0.07,0.1,0.1,0.11,0.07,0.08,9,2,13.53,assez_bien,1.49,5.67,100.0,0.22,0.41,0.2,0.07,0,2,0.8,0,0.2,0.67,0.0,0.11,0,0
1255,F,bejaia,langues_etrangeres,interest,0,11.17,11.13,11.42,12.41,10.56,10.63,10.87,10.59,10.69,10.37,11.58,10.1,10.31,10.2,10.52,11.17,11.19,11.53,11.63,10.79,11.03,10.91,10.88,28,0.53,5,23,4,3,3,2,reading_writing,4,3,0.25,0.23,0.22,0.28,0.26,0.27,0.24,7,5,11.28,passable,0.4,55.85,0.22,0.14,0.58,0.31,0.26,1,15,0.4,0,0.31,0.55,0.0,0.11,0,1
1256,F,tlemcen,langues_etrangeres,interest,1,10.32,10.07,10.0,10.0,10.78,10.65,10.43,9.06,8.4,8.56,7.7,10.29,9.43,9.86,10.0,9.48,9.35,8.87,8.75,10.11,9.79,9.95,10.03,18,0.5,9,9,0,4,3,3,visual,2,4,0.38,0.41,0.42,0.33,0.35,0.33,0.39,6,4,9.26,passable,0.51,29.43,0.99,0.0,0.42,0.52,0.43,2,12,0.6,0,0.52,0.5,0.0,0.22,1,0
1257,F,bejaia,langues_etrangeres,parents,1,10.11,10.0,10.66,10.0,10.0,10.0,10.0,9.0,8.06,9.21,8.64,9.12,9.64,9.38,9.33,9.65,9.45,9.7,9.68,9.17,9.71,9.44,10.15,22,0.53,16,6,6,5,2,2,practice_based,2,3,0.37,0.35,0.35,0.39,0.35,0.32,0.36,6,4,9.5,echec,0.43,41.52,2.62,0.27,0.64,0.21,0.52,2,16,0.4,0,0.21,0.47,0.0,0.22,1,1
1258,M,blida,langues_etrangeres,parents,0,10.44,10.55,10.0,10.71,10.81,10.58,10.0,9.43,9.03,9.08,9.45,10.0,9.75,9.87,9.28,9.64,9.37,9.76,9.7,9.87,9.54,9.7,9.61,19,0.47,6,13,0,4,3,3,auditory,2,2,0.38,0.35,0.35,0.34,0.36,0.36,0.36,7,4,9.77,echec,0.51,31.08,0.46,0.0,0.21,0.17,0.41,1,12,0.6,0,0.17,0.49,0.0,0.21,0,0
1259,M,oran,langues_etrangeres,interest,0,11.61,10.51,11.67,12.0,10.9,12.71,11.85,10.59,9.58,9.99,11.21,9.88,11.99,10.94,10.9,11.11,10.71,10.76,11.53,10.54,11.8,11.17,11.33,15,0.74,7,8,2,3,3,3,reading_writing,4,3,0.29,0.28,0.23,0.3,0.21,0.24,0.28,6,2,11.4,passable,0.75,17.55,0.86,0.13,0.52,0.5,0.26,2,6,0.6,0,0.5,0.56,0.0,0.2,0,0
1260,F,tlemcen,langues_etrangeres,interest,0,10.46,10.4,11.31,10.61,10.11,10.1,10.22,9.58,9.03,10.21,9.58,9.33,9.73,9.53,9.58,10.01,9.73,10.68,9.29,9.76,10.13,9.95,10.5,21,0.48,19,2,2,4,3,2,auditory,2,1,0.35,0.29,0.38,0.35,0.32,0.3,0.32,6,5,10.0,echec,0.47,36.6,9.05,0.09,0.44,0.47,0.4,2,15,0.4,0,0.47,0.5,0.0,0.19,0,0
1261,M,tizi_ouzou,langues_etrangeres,interest,0,10.63,10.35,10.54,10.0,10.74,10.99,11.16,10.01,10.12,10.13,9.43,10.07,10.14,10.11,10.17,10.53,10.4,10.72,10.16,10.71,10.78,10.74,10.4,23,0.43,10,13,2,4,3,3,auditory,2,2,0.31,0.29,0.32,0.29,0.28,0.31,0.3,6,5,10.58,echec,0.46,41.21,0.76,0.09,0.52,0.24,0.37,2,15,0.6,0,0.24,0.54,0.0,0.17,0,1
1262,M,algiers,langues_etrangeres,interest,1,11.44,10.02,11.74,11.0,12.05,12.28,11.57,10.26,8.54,10.78,9.85,10.87,10.7,10.79,10.81,10.91,10.45,11.26,10.45,11.08,11.06,11.07,11.13,18,0.6,14,4,2,2,3,4,reading_writing,1,1,0.3,0.25,0.3,0.26,0.26,0.26,0.28,6,4,10.51,passable,0.58,26.45,3.41,0.11,0.65,0.34,0.19,2,12,0.8,0,0.34,0.55,0.0,0.11,1,0
1263,M,blida,langues_etrangeres,parents,0,12.26,12.79,12.52,12.26,12.13,12.33,11.54,11.68,11.78,12.46,11.07,11.35,11.53,11.44,11.87,11.79,11.75,11.65,11.58,11.47,11.88,11.67,12.42,19,0.71,14,5,0,3,3,3,reading_writing,4,3,0.22,0.22,0.23,0.24,0.21,0.17,0.22,7,3,11.76,passable,0.62,26.55,2.75,0.0,0.11,0.14,0.25,1,9,0.6,0,0.14,0.58,0.0,0.16,0,0
1264,M,constantine,langues_etrangeres,friends,0,11.15,11.25,11.95,11.86,11.27,10.0,10.6,10.06,9.41,10.3,10.3,10.8,9.2,10.0,10.37,10.38,9.95,10.86,9.35,11.12,9.94,10.53,11.06,34,0.46,16,18,0,5,2,3,reading_writing,1,3,0.34,0.28,0.38,0.26,0.34,0.26,0.31,7,4,10.22,passable,0.3,85.09,0.88,0.0,0.32,0.65,0.48,1,16,0.6,0,0.65,0.53,0.0,0.15,0,0
1265,F,bejaia,langues_etrangeres,interest,0,11.84,12.57,11.27,13.09,11.91,11.96,10.24,10.97,11.07,9.95,11.93,11.8,11.21,11.5,9.83,11.36,10.73,10.94,12.23,11.78,11.4,11.59,11.06,29,0.39,7,22,6,3,2,3,practice_based,2,3,0.28,0.27,0.18,0.21,0.24,0.26,0.28,6,4,11.22,passable,0.39,59.74,0.32,0.21,0.39,0.55,0.27,2,16,0.6,0,0.55,0.58,0.0,0.1,0,1
1266,F,oran,langues_etrangeres,interest,0,10.0,10.0,10.0,10.01,10.0,10.0,10.0,8.74,7.67,9.09,9.64,8.72,8.44,8.58,8.9,9.68,9.61,9.94,9.83,9.88,9.25,9.57,9.6,25,0.35,6,19,0,4,2,3,visual,1,4,0.36,0.34,0.34,0.34,0.38,0.36,0.35,6,4,9.55,echec,0.38,52.05,0.31,0.0,0.94,0.25,0.41,2,16,0.6,0,0.25,0.48,0.0,0.16,0,0
1267,F,other,langues_etrangeres,grades_pressure,0,10.17,10.0,10.0,10.9,10.11,10.0,10.0,8.85,8.36,8.01,9.83,9.2,9.17,9.18,8.51,9.44,9.16,8.65,9.38,9.19,10.08,9.64,10.15,24,0.44,14,10,2,3,3,2,auditory,4,1,0.39,0.42,0.37,0.39,0.33,0.32,0.41,5,3,9.41,echec,0.39,48.93,1.39,0.08,0.59,0.46,0.32,3,9,0.4,0,0.46,0.48,0.0,0.12,0,0
1268,F,setif,langues_etrangeres,interest,0,10.04,10.24,10.02,10.0,10.0,10.0,10.0,8.96,9.69,9.05,9.22,8.59,8.45,8.52,8.75,9.37,9.29,9.7,9.88,8.97,9.11,9.04,9.27,26,0.5,18,8,0,4,3,2,auditory,3,1,0.38,0.35,0.34,0.4,0.39,0.38,0.37,6,3,9.34,echec,0.36,56.81,2.22,0.0,0.41,0.35,0.42,2,9,0.4,0,0.35,0.45,0.0,0.15,0,0
1269,F,tlemcen,langues_etrangeres,parents,0,10.07,10.0,10.0,10.0,10.42,10.0,10.0,8.65,8.13,8.8,7.49,9.33,9.22,9.28,8.92,8.76,8.71,8.59,8.08,8.56,9.35,8.95,9.3,29,0.5,15,14,8,3,2,2,practice_based,2,2,0.42,0.43,0.46,0.43,0.38,0.38,0.42,5,4,8.77,echec,0.3,72.26,1.06,0.27,0.11,0.41,0.34,3,16,0.4,0,0.41,0.45,0.0,0.1,0,0
1270,F,blida,langues_etrangeres,interest,0,10.06,10.36,10.0,10.0,10.0,10.0,10.0,8.9,9.31,8.98,7.56,9.26,9.53,9.4,8.77,9.33,9.53,9.78,8.93,9.32,9.17,9.25,9.26,21,0.51,5,16,8,4,3,3,visual,3,3,0.36,0.35,0.4,0.38,0.39,0.38,0.36,6,4,9.01,echec,0.43,39.86,0.31,0.38,0.43,0.29,0.44,2,12,0.6,0,0.29,0.46,0.0,0.19,0,0
1271,M,constantine,langues_etrangeres,parents,0,14.21,14.69,13.45,14.64,13.52,13.77,15.22,13.16,13.39,12.65,13.43,12.96,12.6,12.78,13.95,13.46,13.76,13.42,13.47,13.18,13.31,13.24,13.64,13,0.93,15,0,4,2,4,4,visual,3,3,0.08,0.11,0.1,0.12,0.11,0.09,0.09,8,2,13.43,assez_bien,1.03,11.55,150.0,0.31,0.3,0.19,0.15,0,4,0.8,0,0.19,0.66,0.0,0.15,0,0
1272,F,annaba,langues_etrangeres,friends,0,12.11,11.48,12.68,12.84,11.14,12.56,11.96,11.26,11.34,12.1,11.01,9.84,12.1,10.97,11.19,11.67,11.58,11.86,11.73,11.1,12.27,11.68,11.48,15,0.51,18,0,2,2,3,4,reading_writing,4,3,0.23,0.21,0.22,0.26,0.18,0.23,0.22,6,2,11.72,passable,0.78,17.12,180.0,0.13,0.4,0.38,0.17,2,6,0.8,0,0.38,0.58,0.0,0.13,0,0
1273,M,tlemcen,langues_etrangeres,interest,0,11.46,11.83,10.02,12.62,11.11,11.3,11.88,10.7,10.51,10.47,10.99,10.51,10.59,10.55,11.15,10.89,10.8,10.69,10.91,10.88,11.22,11.05,10.82,20,0.74,7,13,4,3,4,4,reading_writing,1,3,0.28,0.29,0.27,0.27,0.25,0.28,0.28,8,2,11.06,passable,0.55,30.77,0.53,0.2,0.18,0.18,0.27,0,4,0.8,0,0.18,0.55,0.0,0.15,0,0
1274,M,bejaia,langues_etrangeres,interest,0,12.27,12.38,11.74,12.57,12.31,12.39,12.25,11.18,11.83,10.42,10.64,11.52,10.97,11.25,11.71,11.83,12.25,11.26,11.38,12.42,11.82,12.12,11.84,19,0.68,17,2,6,3,4,3,reading_writing,4,4,0.18,0.25,0.24,0.17,0.21,0.21,0.22,8,2,11.8,passable,0.62,26.46,8.1,0.31,0.65,0.46,0.25,0,4,0.6,0,0.46,0.61,0.0,0.16,0,1
1275,M,setif,langues_etrangeres,parents,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.2,8.77,8.4,8.76,7.08,8.15,7.61,8.05,8.59,8.61,8.76,8.53,8.29,8.65,8.47,8.69,19,0.31,12,7,0,4,2,2,auditory,2,2,0.43,0.42,0.43,0.45,0.42,0.42,0.42,6,3,8.42,echec,0.44,35.14,1.69,0.0,0.39,0.16,0.47,2,12,0.4,0,0.16,0.42,0.0,0.21,0,0
1276,M,tizi_ouzou,langues_etrangeres,friends,0,11.17,11.98,10.06,10.88,11.5,10.63,11.97,10.21,10.61,9.02,10.11,10.39,9.62,10.0,11.51,10.36,10.5,9.44,9.77,10.57,10.42,10.49,11.46,20,0.44,19,1,6,5,2,2,visual,2,3,0.3,0.37,0.35,0.3,0.31,0.24,0.34,6,5,10.27,echec,0.51,32.73,17.27,0.3,0.15,0.45,0.48,2,20,0.4,0,0.45,0.52,0.0,0.25,0,1
1277,F,tizi_ouzou,langues_etrangeres,friends,0,10.52,10.74,10.71,10.09,10.56,10.5,10.53,9.76,9.47,10.62,9.26,9.43,10.0,9.72,9.8,10.36,10.79,10.85,9.59,10.22,10.17,10.19,10.56,23,0.33,15,8,0,4,3,2,auditory,3,3,0.28,0.28,0.36,0.32,0.32,0.3,0.28,6,5,10.52,echec,0.46,41.4,1.85,0.0,0.6,0.46,0.38,2,15,0.4,0,0.46,0.51,0.0,0.17,0,1
1278,M,blida,langues_etrangeres,interest,0,12.47,13.4,11.61,12.74,11.91,12.27,12.91,11.84,11.48,11.66,11.73,11.69,11.98,11.83,12.5,12.44,13.03,11.86,12.57,12.1,12.65,12.38,12.42,15,0.68,14,1,2,2,4,4,reading_writing,3,4,0.13,0.21,0.16,0.19,0.16,0.17,0.17,8,4,12.43,assez_bien,0.82,16.24,12.73,0.13,0.6,0.42,0.16,0,8,0.8,0,0.42,0.62,0.0,0.13,0,0
1279,M,annaba,langues_etrangeres,parents,0,10.25,10.0,10.33,11.06,10.0,10.11,10.0,9.28,7.78,9.98,9.86,9.0,10.05,9.53,9.0,9.79,9.11,9.92,10.31,9.15,10.45,9.8,9.83,33,0.43,14,19,2,3,2,3,practice_based,3,2,0.39,0.34,0.31,0.39,0.3,0.34,0.37,5,4,9.66,echec,0.29,84.22,0.73,0.06,0.51,0.56,0.31,3,16,0.6,0,0.56,0.49,0.0,0.09,0,0
