student_id,gender,region,filiere,reason_for_choice,is_repeater,brevet_avg,brevet_math,brevet_physics,brevet_science,brevet_arabic,brevet_langues,brevet_hfada,as1_avg_global,as1_math,as1_physics,as1_science,as1_arabic,as1_langues,as1_language_avg,as1_hfada,as2_avg_global,as2_math,as2_physics,as2_science,as2_arabic,as2_langues,as2_language_avg,as2_hfada,weekly_study_hours,study_consistency,time_essential_subjects,time_non_essential_subjects,private_tutoring_hours,exam_anxiety,health_state,family_support_score,learning_style,comprehension_speed,focus_level,weak_math,weak_physics,weak_science,weak_arabic,weak_langues,weak_hfada,problem_solving_gap,sleep_hours,stress_level,bac_avg,bac_mention,study_efficiency,grinder_index,time_allocation_ratio,resource_reliance,improvement_momentum,grade_volatility,stress_performance_ratio,sleep_debt,health_stress_index,family_support_strength,weakness_count,subject_balance,filiere_alignment,consistent_weak,efficient_stressed,repeater_penalty,kabylie_boost
834,F,tizi_ouzou,techniques_maths,grades_pressure,0,17.01,16.22,17.41,17.25,15.92,17.22,18.05,16.01,15.51,16.58,15.38,15.5,16.38,15.94,16.7,16.49,16.23,16.47,16.42,16.39,16.58,16.49,16.83,14,0.81,14,0,0,3,4,5,auditory,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,16.35,bien,1.16,11.11,140.0,0.0,0.48,0.11,0.18,1,4,1.0,0,0.11,0.82,0.0,0.21,0,1
835,M,constantine,techniques_maths,interest,0,14.3,13.7,15.02,14.71,14.65,13.63,14.09,13.41,13.0,14.18,12.98,14.07,12.87,13.47,13.38,13.93,13.52,14.42,13.87,14.36,13.6,13.98,13.82,15,0.82,13,2,0,3,4,4,practice_based,4,3,0.1,0.04,0.08,0.04,0.09,0.08,0.07,8,1,13.84,assez_bien,0.92,14.76,6.19,0.0,0.52,0.38,0.22,0,2,0.8,0,0.38,0.7,0.0,0.2,0,0
836,F,setif,techniques_maths,grades_pressure,0,11.34,11.03,12.45,12.69,11.02,10.73,10.09,10.5,9.97,11.19,11.25,10.78,10.34,10.56,9.45,10.78,10.66,11.36,11.28,10.91,10.52,10.71,9.97,34,0.37,7,27,4,3,2,3,practice_based,4,3,0.29,0.24,0.25,0.27,0.3,0.34,0.27,5,4,10.9,passable,0.32,81.03,0.26,0.12,0.29,0.33,0.27,3,16,0.6,0,0.33,0.56,0.0,0.09,0,0
837,F,bejaia,techniques_maths,parents,0,11.58,12.35,11.21,11.34,11.88,11.53,11.15,10.66,10.51,10.18,10.87,11.41,10.7,11.06,10.31,11.32,11.16,11.18,11.58,11.67,11.46,11.57,10.85,30,0.54,11,19,8,4,3,3,auditory,3,3,0.26,0.25,0.23,0.22,0.24,0.28,0.26,6,3,11.07,passable,0.37,64.12,0.58,0.27,0.65,0.21,0.36,2,9,0.6,0,0.21,0.57,0.0,0.13,0,1
838,M,bejaia,techniques_maths,grades_pressure,0,13.0,12.87,13.21,13.47,12.84,12.6,13.02,12.12,12.03,11.42,12.72,12.45,12.16,12.31,11.95,12.93,13.16,12.57,12.97,13.25,12.71,12.98,12.92,15,0.53,15,0,2,4,3,4,reading_writing,3,4,0.12,0.16,0.14,0.12,0.15,0.14,0.14,8,3,13.29,assez_bien,0.88,15.31,150.0,0.13,0.81,0.26,0.3,0,9,0.8,0,0.26,0.65,0.0,0.26,0,1
839,F,algiers,techniques_maths,interest,1,10.75,10.77,10.0,11.44,10.61,10.4,11.27,9.92,10.3,9.27,10.2,9.97,9.51,9.74,10.25,9.93,9.89,9.82,10.01,9.75,9.85,9.8,10.23,23,0.41,15,8,8,4,2,3,reading_writing,3,1,0.34,0.35,0.33,0.35,0.34,0.32,0.34,5,5,9.9,passable,0.43,43.51,1.85,0.35,0.01,0.09,0.4,3,20,0.6,0,0.09,0.5,0.0,0.17,1,0
840,M,blida,techniques_maths,interest,0,10.82,10.0,11.18,10.0,11.1,10.0,12.62,9.5,9.19,9.68,7.73,10.03,9.17,9.6,11.2,10.22,9.59,10.37,9.78,10.31,10.06,10.19,11.19,26,0.45,13,13,0,3,3,2,practice_based,1,2,0.36,0.31,0.35,0.31,0.33,0.25,0.33,7,4,9.89,echec,0.38,54.29,0.99,0.0,0.72,0.3,0.3,1,12,0.4,0,0.3,0.5,0.0,0.11,0,0
841,M,setif,techniques_maths,interest,0,12.27,11.96,12.21,12.17,11.74,12.92,12.63,11.7,11.31,11.7,10.67,11.29,12.74,12.02,12.52,12.63,12.92,12.89,12.54,11.96,12.7,12.33,12.77,14,0.74,19,0,0,2,4,3,practice_based,4,2,0.14,0.14,0.16,0.2,0.15,0.15,0.14,7,4,12.78,assez_bien,0.91,13.91,190.0,0.0,0.93,0.35,0.16,1,8,0.6,0,0.35,0.64,0.0,0.14,0,0
842,F,bejaia,techniques_maths,parents,0,11.37,11.34,12.4,11.59,10.87,10.87,11.12,10.41,10.49,10.68,10.22,10.6,10.08,10.34,10.41,11.05,11.3,11.24,10.68,10.99,10.81,10.9,11.3,18,0.4,17,1,4,3,3,2,practice_based,2,3,0.25,0.25,0.29,0.27,0.28,0.25,0.25,6,4,11.12,passable,0.61,25.19,15.45,0.22,0.64,0.24,0.27,2,12,0.4,0,0.24,0.55,0.0,0.16,0,1
843,F,oran,techniques_maths,interest,0,12.55,11.18,14.17,13.64,11.98,12.03,12.3,11.79,11.24,12.4,12.09,11.49,11.52,11.51,12.01,12.12,12.29,12.15,12.12,11.92,12.21,12.07,12.04,20,0.72,16,4,6,3,3,4,reading_writing,2,3,0.18,0.19,0.19,0.21,0.19,0.2,0.19,6,3,12.15,assez_bien,0.6,28.39,3.9,0.3,0.33,0.12,0.24,2,9,0.8,0,0.12,0.61,0.0,0.15,0,0
844,F,blida,techniques_maths,parents,0,10.66,10.9,10.62,10.25,10.72,11.11,10.37,9.95,10.56,9.18,9.42,10.09,10.57,10.33,9.89,10.21,10.52,10.14,9.64,10.32,10.68,10.5,9.95,25,0.49,5,20,2,4,2,3,auditory,1,3,0.3,0.32,0.36,0.31,0.29,0.34,0.31,6,4,10.32,passable,0.41,48.92,0.25,0.08,0.26,0.36,0.38,2,16,0.6,0,0.36,0.5,0.0,0.16,0,0
845,F,oran,techniques_maths,parents,0,10.4,10.0,11.24,10.79,10.0,10.0,10.36,8.83,7.83,9.05,8.82,9.0,8.94,8.97,9.37,9.06,9.42,9.36,8.57,8.96,9.05,9.0,9.01,25,0.43,11,14,0,4,2,3,practice_based,3,3,0.37,0.38,0.43,0.4,0.4,0.4,0.37,5,4,9.06,echec,0.36,54.23,0.78,0.0,0.23,0.31,0.44,3,16,0.6,0,0.31,0.46,0.0,0.16,0,0
846,M,oran,techniques_maths,grades_pressure,0,10.52,10.95,10.48,10.0,10.0,10.14,11.55,9.56,9.47,9.96,9.17,9.29,9.05,9.17,10.44,9.92,9.76,10.64,9.43,9.55,9.83,9.69,10.31,18,0.54,12,6,0,4,3,3,visual,2,3,0.35,0.29,0.37,0.36,0.34,0.31,0.32,6,3,9.69,echec,0.54,28.33,1.97,0.0,0.36,0.42,0.41,2,9,0.6,0,0.42,0.5,0.0,0.22,0,0
847,M,tlemcen,techniques_maths,grades_pressure,0,10.13,10.0,10.0,10.0,10.21,10.58,10.02,9.34,8.87,9.22,8.91,9.41,9.82,9.62,9.83,10.08,10.18,10.15,9.66,10.4,9.81,10.11,10.31,31,0.38,18,13,2,5,3,3,visual,1,2,0.32,0.32,0.36,0.31,0.35,0.31,0.32,5,3,10.49,passable,0.34,70.88,1.37,0.06,0.74,0.27,0.47,3,9,0.6,0,0.27,0.5,0.0,0.16,0,0
848,M,blida,techniques_maths,academic_guidance,1,11.2,12.25,10.0,11.35,11.12,11.65,10.82,10.1,10.38,8.51,10.33,10.15,11.07,10.61,10.17,10.43,10.09,9.02,11.2,10.54,11.03,10.78,10.68,24,0.47,10,14,4,5,3,2,reading_writing,3,4,0.33,0.4,0.25,0.3,0.26,0.29,0.36,6,4,10.24,passable,0.43,45.71,0.71,0.17,0.32,0.78,0.48,2,12,0.4,0,0.78,0.51,0.0,0.21,1,0
849,F,constantine,techniques_maths,academic_guidance,0,10.49,11.43,11.06,10.0,10.44,10.01,10.0,9.23,9.42,9.58,8.89,9.11,9.14,9.12,9.27,9.75,10.31,10.46,9.59,9.45,9.36,9.4,9.31,24,0.48,19,5,4,4,2,3,auditory,2,3,0.31,0.3,0.36,0.37,0.38,0.38,0.31,6,4,9.66,echec,0.4,47.91,3.73,0.17,0.51,0.46,0.41,2,16,0.6,0,0.46,0.51,0.0,0.16,0,0
850,F,annaba,techniques_maths,parents,0,11.04,10.45,10.63,11.51,11.66,10.63,11.35,10.07,9.61,9.99,9.7,10.6,9.97,10.29,10.56,10.56,10.75,11.08,10.09,10.52,10.21,10.37,10.69,29,0.38,11,18,2,4,2,3,practice_based,4,1,0.28,0.26,0.33,0.3,0.32,0.29,0.27,5,4,10.39,passable,0.36,63.45,0.61,0.07,0.49,0.36,0.38,3,16,0.6,0,0.36,0.53,0.0,0.14,0,0
851,F,bejaia,techniques_maths,parents,0,12.8,12.07,11.92,14.22,13.36,12.35,12.87,12.04,11.52,11.11,12.93,12.27,11.49,11.88,12.88,12.52,12.24,12.06,13.07,12.62,12.13,12.38,13.0,20,0.71,17,3,0,2,4,3,auditory,3,2,0.18,0.2,0.13,0.16,0.19,0.13,0.19,7,4,12.66,passable,0.63,27.4,5.48,0.0,0.48,0.38,0.16,1,8,0.6,0,0.38,0.62,0.0,0.1,0,1
852,M,setif,techniques_maths,interest,0,10.09,10.0,10.15,10.38,10.0,10.0,10.0,9.28,9.16,9.9,9.44,9.29,9.31,9.3,8.58,9.59,9.69,10.14,9.41,9.46,9.65,9.56,9.18,20,0.3,14,6,2,3,3,3,visual,3,2,0.35,0.32,0.37,0.37,0.36,0.39,0.34,5,4,9.75,echec,0.49,34.17,2.3,0.1,0.31,0.26,0.3,3,12,0.6,0,0.26,0.49,0.0,0.15,0,0
853,M,bejaia,techniques_maths,parents,0,15.4,14.64,14.53,16.49,15.76,15.21,15.79,14.58,13.43,13.59,14.97,14.99,14.9,14.94,15.63,15.3,14.99,14.3,15.57,15.3,15.51,15.4,16.16,15,0.78,8,7,2,2,4,5,auditory,2,4,0.0,0.05,0.0,0.0,0.0,0.0,0.02,8,3,15.37,bien,1.02,13.42,1.13,0.13,0.72,0.46,0.13,0,6,1.0,0,0.46,0.75,0.0,0.13,0,1
854,M,annaba,techniques_maths,interest,0,15.25,15.47,14.73,15.92,14.49,15.85,15.06,14.4,14.0,14.53,14.79,13.99,14.91,14.45,14.2,14.54,13.82,14.66,14.88,14.04,15.23,14.64,14.63,9,0.77,10,0,2,3,4,4,auditory,4,3,0.08,0.02,0.01,0.06,0.0,0.02,0.05,8,2,14.55,bien,1.6,5.3,100.0,0.22,0.14,0.52,0.2,0,4,0.8,0,0.52,0.72,0.0,0.33,0,0
855,M,other,techniques_maths,interest,1,10.42,10.18,10.0,11.01,10.0,10.7,10.61,9.15,9.1,8.39,9.42,8.94,9.62,9.28,9.4,9.87,9.8,9.21,10.38,9.61,10.09,9.85,10.16,32,0.47,19,13,2,5,3,2,auditory,1,2,0.35,0.39,0.31,0.36,0.33,0.32,0.37,6,3,9.71,passable,0.3,79.48,1.45,0.06,0.73,0.4,0.51,2,9,0.4,0,0.4,0.49,0.0,0.15,1,0
856,M,algiers,techniques_maths,friends,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.2,7.81,7.86,8.46,8.41,8.7,8.55,7.98,8.9,8.52,9.05,9.69,8.55,8.56,8.55,9.02,22,0.32,10,12,4,4,2,2,visual,4,3,0.43,0.4,0.35,0.43,0.43,0.4,0.41,7,3,8.81,echec,0.4,44.12,0.83,0.18,0.69,0.46,0.45,1,12,0.4,0,0.46,0.45,0.0,0.18,0,0
857,F,constantine,techniques_maths,interest,0,11.8,11.2,11.16,11.8,12.06,12.72,11.88,11.09,10.79,10.1,11.49,11.09,11.81,11.45,11.28,11.36,11.57,11.12,11.47,11.24,11.61,11.43,11.14,21,0.63,15,6,2,4,3,4,reading_writing,2,1,0.23,0.26,0.24,0.25,0.23,0.26,0.24,8,3,11.02,passable,0.52,33.74,2.46,0.09,0.27,0.19,0.36,0,9,0.8,0,0.19,0.57,0.0,0.19,0,0
858,F,bejaia,techniques_maths,parents,0,16.57,17.17,16.44,16.72,17.1,15.75,16.24,15.68,15.26,15.38,16.04,16.03,15.44,15.73,15.93,16.18,16.13,16.68,16.83,15.59,15.9,15.74,15.98,9,0.85,8,1,2,2,4,5,reading_writing,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,15.9,bien,1.75,4.87,7.27,0.22,0.5,0.47,0.13,0,4,1.0,0,0.47,0.83,0.0,0.22,0,1
859,M,setif,techniques_maths,interest,0,12.7,14.25,12.5,13.18,11.05,12.3,12.91,11.91,13.01,12.15,11.83,10.33,11.49,10.91,12.64,12.42,13.39,12.12,12.43,11.68,12.32,12.0,12.56,20,0.5,15,5,2,4,4,4,reading_writing,4,5,0.11,0.19,0.17,0.22,0.18,0.16,0.15,6,3,12.64,assez_bien,0.63,27.44,2.94,0.1,0.51,0.56,0.31,2,6,0.8,0,0.56,0.63,0.0,0.2,0,0
860,M,other,techniques_maths,parents,0,13.24,14.5,13.63,12.32,12.14,13.64,13.2,12.47,13.25,12.49,11.87,12.17,12.49,12.33,12.57,12.9,13.41,13.59,12.06,12.45,13.01,12.73,12.85,17,0.74,7,10,2,2,3,3,auditory,2,3,0.11,0.09,0.2,0.17,0.13,0.14,0.1,8,3,12.84,assez_bien,0.75,19.98,0.69,0.12,0.42,0.58,0.15,0,9,0.6,0,0.58,0.65,0.0,0.12,0,0
861,F,other,techniques_maths,grades_pressure,0,10.59,10.86,11.98,10.0,10.0,10.32,10.37,9.77,9.88,10.86,9.1,9.24,9.61,9.42,9.92,9.96,10.68,10.85,9.17,9.57,9.87,9.72,9.6,34,0.4,15,19,0,4,2,3,reading_writing,3,3,0.29,0.28,0.39,0.36,0.34,0.36,0.28,6,4,9.98,echec,0.29,86.58,0.79,0.0,0.19,0.64,0.4,2,16,0.6,0,0.64,0.51,0.0,0.12,0,0
862,M,blida,techniques_maths,parents,0,13.76,13.72,12.87,13.74,15.67,13.39,13.16,12.53,11.84,11.55,12.29,14.02,12.67,13.34,12.81,13.1,12.51,12.95,13.08,14.07,12.94,13.5,13.05,21,0.62,9,12,4,4,4,3,auditory,3,4,0.17,0.14,0.13,0.06,0.14,0.13,0.15,8,3,13.27,assez_bien,0.63,28.81,0.74,0.19,0.57,0.52,0.3,0,6,0.6,0,0.52,0.64,0.0,0.19,0,0
863,M,blida,techniques_maths,interest,0,10.51,10.0,10.13,12.02,10.0,10.0,10.89,9.8,9.75,9.22,10.41,9.25,9.6,9.42,10.55,9.91,10.22,9.51,9.7,9.23,10.37,9.8,10.45,23,0.34,13,10,2,3,2,3,reading_writing,2,1,0.32,0.37,0.35,0.38,0.31,0.3,0.34,5,4,9.7,echec,0.42,44.26,1.29,0.09,0.12,0.43,0.31,3,16,0.6,0,0.43,0.49,0.0,0.13,0,0
864,F,annaba,techniques_maths,interest,0,15.1,14.22,15.77,15.67,14.33,14.81,15.8,14.26,13.65,14.52,14.12,14.22,14.09,14.15,14.97,14.67,14.76,14.92,14.5,14.45,14.38,14.42,15.0,9,0.77,10,0,2,1,5,4,reading_writing,1,2,0.02,0.01,0.03,0.04,0.04,0.0,0.01,9,2,14.53,bien,1.6,5.31,100.0,0.22,0.41,0.2,0.07,0,2,0.8,0,0.2,0.74,0.0,0.11,0,0
865,F,bejaia,techniques_maths,interest,0,11.67,11.63,11.92,12.91,11.06,11.13,11.37,11.09,11.19,10.87,12.08,10.6,10.81,10.7,11.02,11.67,11.69,12.03,12.13,11.29,11.53,11.41,11.38,28,0.53,5,23,4,3,3,2,reading_writing,4,3,0.22,0.2,0.19,0.25,0.23,0.24,0.21,7,5,11.78,passable,0.42,53.94,0.22,0.14,0.58,0.31,0.25,1,15,0.4,0,0.31,0.6,0.0,0.11,0,1
866,F,tlemcen,techniques_maths,interest,1,10.74,10.57,10.5,10.0,11.28,11.15,10.93,9.56,8.9,9.06,8.2,10.79,9.93,10.36,10.5,9.98,9.85,9.37,9.25,10.61,10.29,10.45,10.53,18,0.5,9,9,0,4,3,3,visual,2,5,0.34,0.38,0.38,0.29,0.31,0.3,0.36,6,4,9.76,passable,0.54,28.15,0.99,0.0,0.42,0.52,0.41,2,12,0.6,0,0.52,0.47,0.0,0.22,1,0
867,F,bejaia,techniques_maths,parents,1,10.32,10.0,11.16,10.0,10.29,10.19,10.3,9.5,8.56,9.71,9.14,9.62,10.14,9.88,9.83,10.15,9.95,10.2,10.18,9.67,10.21,9.94,10.65,22,0.53,16,6,6,5,2,2,practice_based,2,3,0.34,0.32,0.32,0.36,0.32,0.29,0.33,6,4,10.0,passable,0.45,39.82,2.62,0.27,0.64,0.21,0.5,2,16,0.4,0,0.21,0.51,0.0,0.22,1,1
868,M,blida,techniques_maths,parents,0,10.83,11.05,10.0,11.21,11.31,11.08,10.34,9.93,9.53,9.58,9.95,10.5,10.25,10.37,9.78,10.14,9.87,10.26,10.2,10.37,10.04,10.2,10.11,19,0.47,6,13,0,4,3,3,auditory,2,2,0.34,0.32,0.32,0.31,0.33,0.33,0.33,7,4,10.27,passable,0.54,29.8,0.46,0.0,0.21,0.17,0.39,1,12,0.6,0,0.17,0.51,0.0,0.21,0,0
869,M,oran,techniques_maths,interest,0,12.61,11.51,12.67,13.0,11.9,13.71,12.85,11.59,10.58,10.99,12.21,10.88,12.99,11.94,11.9,12.11,11.71,11.76,12.53,11.54,12.8,12.17,12.33,15,0.74,7,8,2,3,3,3,reading_writing,4,3,0.22,0.22,0.16,0.23,0.15,0.18,0.22,6,2,12.4,assez_bien,0.82,16.29,0.86,0.13,0.52,0.5,0.24,2,6,0.6,0,0.5,0.6,0.0,0.2,0,0
870,F,tlemcen,techniques_maths,interest,0,10.96,10.9,11.81,11.11,10.61,10.6,10.72,10.08,9.53,10.71,10.08,9.83,10.23,10.03,10.08,10.51,10.23,11.18,9.79,10.26,10.63,10.45,11.0,21,0.48,19,2,2,4,3,2,auditory,2,1,0.32,0.25,0.35,0.32,0.29,0.27,0.29,6,5,10.5,passable,0.5,35.15,9.05,0.09,0.44,0.47,0.38,2,15,0.4,0,0.47,0.52,0.0,0.19,0,0
871,M,tizi_ouzou,techniques_maths,interest,0,11.09,10.85,11.04,10.23,11.24,11.49,11.66,10.51,10.62,10.63,9.93,10.57,10.64,10.61,10.67,11.03,10.9,11.22,10.66,11.21,11.28,11.24,10.9,23,0.43,10,13,2,4,3,3,auditory,2,2,0.27,0.25,0.29,0.25,0.25,0.27,0.26,6,5,11.08,passable,0.48,39.67,0.76,0.09,0.52,0.24,0.36,2,15,0.6,0,0.24,0.55,0.0,0.17,0,1
872,M,algiers,techniques_maths,interest,1,12.44,11.02,12.74,12.0,13.05,13.28,12.57,11.26,9.54,11.78,10.85,11.87,11.7,11.79,11.81,11.91,11.45,12.26,11.45,12.08,12.06,12.07,12.13,18,0.6,14,4,2,2,3,4,reading_writing,1,1,0.24,0.18,0.24,0.19,0.2,0.19,0.21,6,4,11.51,assez_bien,0.64,24.46,3.41,0.11,0.65,0.34,0.17,2,12,0.8,0,0.34,0.59,0.0,0.11,1,0
873,M,blida,techniques_maths,parents,0,13.26,13.79,13.52,13.26,13.13,13.33,12.54,12.68,12.78,13.46,12.07,12.35,12.53,12.44,12.87,12.79,12.75,12.65,12.58,12.47,12.88,12.67,13.42,19,0.71,14,5,0,3,3,3,reading_writing,4,4,0.15,0.16,0.16,0.17,0.14,0.11,0.15,7,3,12.76,assez_bien,0.67,24.74,2.75,0.0,0.11,0.14,0.23,1,9,0.6,0,0.14,0.63,0.0,0.16,0,0
874,M,constantine,techniques_maths,friends,0,11.57,11.75,12.45,12.36,11.77,10.0,11.1,10.56,9.91,10.8,10.8,11.3,9.7,10.5,10.87,10.88,10.45,11.36,9.85,11.62,10.44,11.03,11.56,34,0.46,16,18,0,5,2,3,reading_writing,1,3,0.3,0.24,0.34,0.23,0.3,0.23,0.27,7,4,10.72,passable,0.31,82.07,0.88,0.0,0.32,0.65,0.46,1,16,0.6,0,0.65,0.53,0.0,0.15,0,0
875,F,bejaia,techniques_maths,interest,0,12.34,13.07,11.77,13.59,12.41,12.46,10.74,11.47,11.57,10.45,12.43,12.3,11.71,12.0,10.33,11.86,11.23,11.44,12.73,12.28,11.9,12.09,11.56,29,0.39,7,22,6,3,2,3,practice_based,2,3,0.25,0.24,0.15,0.18,0.21,0.23,0.24,6,4,11.72,passable,0.4,57.7,0.32,0.21,0.39,0.55,0.25,2,16,0.6,0,0.55,0.59,0.0,0.1,0,1
876,F,oran,techniques_maths,interest,0,10.11,10.0,10.18,10.51,10.0,10.0,10.0,9.24,8.17,9.59,10.14,9.22,8.94,9.08,9.4,10.18,10.11,10.44,10.33,10.38,9.75,10.07,10.1,25,0.35,6,19,0,4,2,3,visual,1,4,0.33,0.3,0.31,0.31,0.35,0.33,0.32,6,4,10.05,passable,0.4,49.98,0.31,0.0,0.94,0.25,0.39,2,16,0.6,0,0.25,0.51,0.0,0.16,0,0
877,F,other,techniques_maths,grades_pressure,0,10.41,10.0,10.0,11.4,10.61,10.43,10.0,9.35,8.86,8.51,10.33,9.7,9.67,9.68,9.01,9.94,9.66,9.15,9.88,9.69,10.58,10.14,10.65,24,0.44,14,10,2,3,3,2,auditory,4,1,0.36,0.39,0.34,0.35,0.29,0.29,0.37,5,3,9.91,echec,0.41,46.95,1.39,0.08,0.59,0.46,0.3,3,9,0.4,0,0.46,0.48,0.0,0.12,0,0
878,F,setif,techniques_maths,interest,0,10.28,10.74,10.52,10.33,10.0,10.06,10.0,9.46,10.19,9.55,9.72,9.09,8.95,9.02,9.25,9.87,9.79,10.2,10.38,9.47,9.61,9.54,9.77,26,0.5,18,8,0,4,3,2,auditory,3,2,0.35,0.32,0.31,0.37,0.36,0.35,0.33,6,3,9.84,echec,0.38,54.53,2.22,0.0,0.41,0.35,0.4,2,9,0.4,0,0.35,0.51,0.0,0.15,0,0
879,F,tlemcen,techniques_maths,parents,0,10.21,10.0,10.0,10.0,10.92,10.36,10.0,9.15,8.63,9.3,7.99,9.83,9.72,9.78,9.42,9.26,9.21,9.09,8.58,9.06,9.85,9.45,9.8,29,0.5,15,14,8,3,2,2,practice_based,2,2,0.39,0.39,0.43,0.4,0.34,0.35,0.39,5,4,9.27,echec,0.32,69.29,1.06,0.27,0.11,0.41,0.32,3,16,0.4,0,0.41,0.45,0.0,0.1,0,0
880,F,blida,techniques_maths,interest,0,10.29,10.86,10.0,10.0,10.15,10.44,10.32,9.4,9.81,9.48,8.06,9.76,10.03,9.9,9.27,9.83,10.03,10.28,9.43,9.82,9.67,9.75,9.76,21,0.51,5,16,8,4,3,3,visual,3,3,0.33,0.31,0.37,0.35,0.36,0.35,0.32,6,4,9.51,echec,0.45,38.15,0.31,0.38,0.43,0.29,0.42,2,12,0.6,0,0.29,0.5,0.0,0.19,0,0
881,M,constantine,techniques_maths,parents,0,17.21,17.69,16.45,17.64,16.52,16.77,18.22,16.16,16.39,15.65,16.43,15.96,15.6,15.78,16.95,16.46,16.76,16.42,16.47,16.18,16.31,16.24,16.64,13,0.93,15,0,4,2,4,4,visual,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,16.43,tres_bien,1.25,9.6,150.0,0.31,0.3,0.19,0.12,0,4,0.8,0,0.19,0.83,0.0,0.15,0,0
882,F,annaba,techniques_maths,friends,0,13.11,12.48,13.68,13.84,12.14,13.56,12.96,12.26,12.34,13.1,12.01,10.84,13.1,11.97,12.19,12.67,12.58,12.86,12.73,12.1,13.27,12.68,12.48,15,0.51,18,0,2,2,3,4,reading_writing,4,3,0.16,0.14,0.15,0.19,0.12,0.17,0.15,6,2,12.72,assez_bien,0.84,15.91,180.0,0.13,0.4,0.38,0.16,2,6,0.8,0,0.38,0.64,0.0,0.13,0,0
883,M,tlemcen,techniques_maths,interest,0,12.46,12.83,11.02,13.62,12.11,12.3,12.88,11.7,11.51,11.47,11.99,11.51,11.59,11.55,12.15,11.89,11.8,11.69,11.91,11.88,12.22,12.05,11.82,20,0.74,7,13,4,3,4,4,reading_writing,1,3,0.21,0.22,0.21,0.21,0.19,0.21,0.22,8,2,12.06,assez_bien,0.6,28.58,0.53,0.2,0.18,0.18,0.25,0,4,0.8,0,0.18,0.59,0.0,0.15,0,0
884,M,bejaia,techniques_maths,interest,0,13.27,13.38,12.74,13.57,13.31,13.39,13.25,12.18,12.83,11.42,11.64,12.52,11.97,12.25,12.71,12.83,13.25,12.26,12.38,13.42,12.82,13.12,12.84,19,0.68,17,2,6,3,4,3,reading_writing,5,4,0.12,0.18,0.17,0.11,0.15,0.14,0.15,8,2,12.8,assez_bien,0.67,24.66,8.1,0.31,0.65,0.46,0.23,0,4,0.6,0,0.46,0.63,0.0,0.16,0,1
885,M,setif,techniques_maths,parents,0,10.08,10.48,10.0,10.0,10.0,10.0,10.0,8.7,9.27,8.9,9.26,7.58,8.65,8.11,8.55,9.09,9.11,9.26,9.03,8.79,9.15,8.97,9.19,19,0.31,12,7,0,4,2,2,auditory,2,2,0.39,0.38,0.4,0.41,0.39,0.39,0.39,6,3,8.92,echec,0.47,33.52,1.69,0.0,0.39,0.16,0.44,2,12,0.4,0,0.16,0.46,0.0,0.21,0,0
886,M,tizi_ouzou,techniques_maths,friends,0,11.67,12.48,10.56,11.38,12.0,11.13,12.47,10.71,11.11,9.52,10.61,10.89,10.12,10.5,12.01,10.86,11.0,9.94,10.27,11.07,10.92,10.99,11.96,20,0.44,19,1,6,5,2,2,visual,2,3,0.27,0.34,0.32,0.26,0.27,0.2,0.3,6,5,10.77,echec,0.54,31.45,17.27,0.3,0.15,0.45,0.46,2,20,0.4,0,0.45,0.52,0.0,0.25,0,1
887,F,tizi_ouzou,techniques_maths,friends,0,11.02,11.24,11.21,10.59,11.06,11.0,11.03,10.26,9.97,11.12,9.76,9.93,10.5,10.22,10.3,10.86,11.29,11.35,10.09,10.72,10.67,10.69,11.06,23,0.33,15,8,0,4,3,2,auditory,4,3,0.25,0.24,0.33,0.29,0.29,0.26,0.25,6,5,11.02,passable,0.48,39.85,1.85,0.0,0.6,0.46,0.36,2,15,0.4,0,0.46,0.55,0.0,0.17,0,1
888,M,blida,techniques_maths,interest,0,13.47,14.4,12.61,13.74,12.91,13.27,13.91,12.84,12.48,12.66,12.73,12.69,12.98,12.83,13.5,13.44,14.03,12.86,13.57,13.1,13.65,13.38,13.42,15,0.68,14,1,2,2,4,4,reading_writing,4,4,0.06,0.14,0.1,0.13,0.09,0.11,0.1,8,4,13.43,assez_bien,0.89,15.16,12.73,0.13,0.6,0.42,0.15,0,8,0.8,0,0.42,0.67,0.0,0.13,0,0
889,M,annaba,techniques_maths,parents,0,10.61,10.05,10.83,11.56,10.47,10.61,10.16,9.78,8.28,10.48,10.36,9.5,10.55,10.03,9.5,10.29,9.61,10.42,10.81,9.65,10.95,10.3,10.33,33,0.43,14,19,2,3,2,3,practice_based,3,2,0.36,0.31,0.28,0.36,0.27,0.31,0.33,5,4,10.16,passable,0.31,81.1,0.73,0.06,0.51,0.56,0.29,3,16,0.6,0,0.56,0.51,0.0,0.09,0,0
890,M,algiers,techniques_maths,interest,0,14.89,14.13,15.89,15.01,15.46,14.63,14.19,14.25,13.84,14.52,14.15,14.85,14.31,14.58,13.8,14.81,14.59,15.1,14.78,15.4,14.37,14.88,14.62,9,0.89,19,0,0,2,4,4,visual,3,2,0.03,0.0,0.01,0.0,0.04,0.03,0.01,8,1,14.71,bien,1.62,5.24,190.0,0.0,0.56,0.36,0.14,0,2,0.8,0,0.36,0.74,0.0,0.22,0,0
